Index,Composition,Phases present,Hardness (HVN),IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
131,MoNbTiV0.5Zr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0,0,0.222,0.111,0,0,0,0.222
132,MoNbTiV0.75Zr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0,0,0,0.211,0.158,0,0,0,0.211
133,MoNbTiVZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2
134,MoNbTiV1.5Zr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0.182,0,0,0,0,0,0,0,0,0.182,0.273,0,0,0,0.182
135,MoNbTiV2.0Zr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0,0.167,0.333,0,0,0,0.167
136,MoNbTiV3.0Zr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0.143,0,0,0,0,0,0,0,0,0.143,0.429,0,0,0,0.143
137,MoNbTiZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25
138,NbTaTiV,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0
139,NbTaVW,BCC,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0
140,NbTaTiVW,BCC+HCP,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0
141,NbTiV0.3Zr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0.303,0.091,0,0,0,0.303
142,NbTiV0.3Mo0.1,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0.417,0,0,0,0,0,0,0,0,0.417,0.125,0,0,0,0
143,NbTiV0.3Mo0.3,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0.385,0,0,0,0,0,0,0,0,0.385,0.115,0,0,0,0
144,NbTiV0.3Mo0.5,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0.357,0,0,0,0,0,0,0,0,0.357,0.107,0,0,0,0
145,NbTiV0.3Mo0.7,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0.333,0,0,0,0,0,0,0,0,0.333,0.1,0,0,0,0
146,NbTiV0.3Mo,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0.303,0,0,0,0,0,0,0,0,0.303,0.091,0,0,0,0
147,NbTiV0.3Mo1.3,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,0.278,0,0,0,0,0,0,0,0,0.278,0.083,0,0,0,0
148,NbTiV0.3Mo1.5,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,0.263,0,0,0,0,0,0,0,0,0.263,0.079,0,0,0,0
149,NbTiVZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25
150,NbTiV2.0Zr,BCC,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0.2
151,CoCrCuFeMnNiTiV,FCC + BCC + IM,,1,0,0,0,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0.125,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0
152,Al11.1(CoCrCuFeMnNiTiV)88.9,FCC + BCC,,0,0,0.111,0,0,0,0.111,0.111,0.111,0.111,0,0,0,0,0,0.111,0,0,0,0,0.111,0,0,0,0,0,0,0.111,0.111,0,0,0,0
153,Al20(CoCrCuFeMnNiTiV)80,BCC,,0,0,0.2,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0
154,Al40(CoCrCuFeMnNiTiV)60,BCC + Im,,1,0,0.4,0,0,0,0.075,0.075,0.075,0.075,0,0,0,0,0,0.075,0,0,0,0,0.075,0,0,0,0,0,0,0.075,0.075,0,0,0,0
155,(CuMnNi)75Zn25,FCC,147,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0
156,(CuMnNi)80Zn20,FCC,109,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0.267,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0,0.2,0
157,(CuMnNi)90Al10,FCC + Im,241,1,0,0.1,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
158,(CuMnNi)90Sn10,FCC + Im,318,1,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0,0
159,(CuMnNi)95Al5,FCC,166,0,0,0.05,0,0,0,0,0,0.317,0,0,0,0,0,0,0.317,0,0,0,0,0.317,0,0,0,0,0,0,0,0,0,0,0,0
160,(CuMnNi)95Sn5,FCC + Im,205,1,0,0,0,0,0,0,0,0.317,0,0,0,0,0,0,0.317,0,0,0,0,0.317,0,0,0,0,0.05,0,0,0,0,0,0,0
161,Ti0.25NbMoTaW,BCC,478.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0.235,0,0,0,0,0,0,0,0.235,0.059,0,0.235,0,0,0
162,Ti0.5NbMoTaW,BCC,481.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0,0.222,0.111,0,0.222,0,0,0
163,Ti0.75NbMoTaW,BCC,495.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0,0,0.211,0.158,0,0.211,0,0,0
164,TiNbMoTaW,BCC,507.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0
165,AlCrFeNiMo0.5Ti0.25,BCC + Im,712,1,0,0.211,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0,0.105,0,0,0,0.211,0,0,0,0,0,0,0.053,0,0,0,0,0
166,AlCrFeNiMo0.5Ti0.4,BCC + Im,731.9,1,0,0.204,0,0,0,0,0.204,0,0.204,0,0,0,0,0,0,0.102,0,0,0,0.204,0,0,0,0,0,0,0.082,0,0,0,0,0
167,AlCrFeNiMo0.5Ti0.5,BCC + Im,751.7,1,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0
168,AlCrFeNiMo0.5Ti0.6,BCC + Im,756.1,1,0,0.196,0,0,0,0,0.196,0,0.196,0,0,0,0,0,0,0.098,0,0,0,0.196,0,0,0,0,0,0,0.118,0,0,0,0,0
169,AlCrFeNiMo0.5Ti0.75,BCC + Im,766.2,1,0,0.19,0,0,0,0,0.19,0,0.19,0,0,0,0,0,0,0.095,0,0,0,0.19,0,0,0,0,0,0,0.143,0,0,0,0,0
170,CoCrFeNi,FCC,,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
171,CoCrFeNb0.103Ni,FCC + Im,,1,0,0,0,0,0,0.244,0.244,0,0.244,0,0,0,0,0,0,0,0,0.025,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0
172,CoCrFeNb0.155Ni,FCC + Im,,1,0,0,0,0,0,0.241,0.241,0,0.241,0,0,0,0,0,0,0,0,0.037,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0
173,CoCrFeNb0.206Ni,FCC + Im,,1,0,0,0,0,0,0.238,0.238,0,0.238,0,0,0,0,0,0,0,0,0.049,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0
174,CoCrFeNb0.309Ni,FCC + Im,,1,0,0,0,0,0,0.232,0.232,0,0.232,0,0,0,0,0,0,0,0,0.072,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0
175,CoCrFeNb0.412Ni,FCC + Im,,1,0,0,0,0,0,0.227,0.227,0,0.227,0,0,0,0,0,0,0,0,0.093,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0
176,Al0.2CoCrFeMnNi,FCC,171,0,0,0.038,0,0,0,0.192,0.192,0,0.192,0,0,0,0,0,0.192,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0
177,Al0.38CoCrFeMnNi,FCC,182,0,0,0.071,0,0,0,0.186,0.186,0,0.186,0,0,0,0,0,0.186,0,0,0,0,0.186,0,0,0,0,0,0,0,0,0,0,0,0
178,Al0.43CoCrFeMnNi,FCC + BCC,183,0,0,0.079,0,0,0,0.184,0.184,0,0.184,0,0,0,0,0,0.184,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0
179,Al0.49CoCrFeMnNi,FCC + BCC,220,0,0,0.089,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
180,Al0.56CoCrFeMnNi,FCC + BCC,278,0,0,0.101,0,0,0,0.18,0.18,0,0.18,0,0,0,0,0,0.18,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0
181,Al0.62CoCrFeMnNi,FCC + BCC,405,0,0,0.11,0,0,0,0.178,0.178,0,0.178,0,0,0,0,0,0.178,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0
182,CoCrNi,FCC,,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
183,CoMnNi,FCC,,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
184,FeMnNi,FCC,,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0.333,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
185,CoCrMnNi,FCC,,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
186,CoFeMnNi,FCC,,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
187,CoCuFeNi,FCC,,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
188,CoCuFeNiSn0.02,FCC,,0,0,0,0,0,0,0.249,0,0.249,0.249,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0.005,0,0,0,0,0,0,0
189,CoCuFeNiSn0.04,FCC + Im,,1,0,0,0,0,0,0.248,0,0.248,0.248,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0.01,0,0,0,0,0,0,0
190,CoCuFeNiSn0.05,FCC + Im,,1,0,0,0,0,0,0.247,0,0.247,0.247,0,0,0,0,0,0,0,0,0,0,0.247,0,0,0,0,0.012,0,0,0,0,0,0,0
191,CoCuFeNiSn0.07,FCC + Im,,1,0,0,0,0,0,0.246,0,0.246,0.246,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,0,0.017,0,0,0,0,0,0,0
192,CoCuFeNiSn0.1,FCC + Im,,1,0,0,0,0,0,0.244,0,0.244,0.244,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0.024,0,0,0,0,0,0,0
193,CoCuFeNiSn0.2,FCC + Im,,1,0,0,0,0,0,0.238,0,0.238,0.238,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0.048,0,0,0,0,0,0,0
194,CoCuFeMnNi,FCC,208,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
195,CoCuFeMnNiSn0.03,FCC,192,0,0,0,0,0,0,0.199,0,0.199,0.199,0,0,0,0,0,0.199,0,0,0,0,0.199,0,0,0,0,0.006,0,0,0,0,0,0,0
196,CoCuFeMnNiSn0.05,FCC + Im,205,1,0,0,0,0,0,0.198,0,0.198,0.198,0,0,0,0,0,0.198,0,0,0,0,0.198,0,0,0,0,0.01,0,0,0,0,0,0,0
197,CoCuFeMnNiSn0.08,FCC + Im,219,1,0,0,0,0,0,0.197,0,0.197,0.197,0,0,0,0,0,0.197,0,0,0,0,0.197,0,0,0,0,0.016,0,0,0,0,0,0,0
198,CoCuFeMnNiSn0.1,FCC + Im,253,1,0,0,0,0,0,0.196,0,0.196,0.196,0,0,0,0,0,0.196,0,0,0,0,0.196,0,0,0,0,0.02,0,0,0,0,0,0,0
199,CoCuFeMnNiSn0.2,FCC + Im,319,1,0,0,0,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0.192,0,0,0,0,0.192,0,0,0,0,0.038,0,0,0,0,0,0,0
200,Hf0.5Nb0.5Ta0.5Ti1.5Zr,BCC,301,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.125,0.375,0,0,0,0,0.25
201,HfNbTiZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25
202,CoCrFeMo0.5Ni,FCC + Im,210,1,0,0,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0.111,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
203,Co1.5CrFeNi1.5Ti0.5,FCC,509,0,0,0,0,0,0,0.273,0.182,0,0.182,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0,0.091,0,0,0,0,0
204,Co1.5CrFeNi1.5Ti,FCC + Im,654,1,0,0,0,0,0,0.25,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.167,0,0,0,0,0
205,Al0.25CoCrFeNi,FCC,110,0,0,0.059,0,0,0,0.235,0.235,0,0.235,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0
206,Al0.375CoCrFeNi,FCC,131,0,0,0.086,0,0,0,0.229,0.229,0,0.229,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,0,0,0,0
207,Al0.5CoCrFeNi,FCC + BCC,159,0,0,0.111,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
208,Al0.75CoCrFeNi,FCC + BCC,388,0,0,0.158,0,0,0,0.211,0.211,0,0.211,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0
209,Al0.875CoCrFeNi,BCC,538,0,0,0.179,0,0,0,0.205,0.205,0,0.205,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0
210,Al1.25CoCrFeNi,BCC,487,0,0,0.238,0,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0
211,Al1.5CoCrFeNi,BCC,484,0,0,0.273,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
212,Al2.0CoCrFeNi,BCC,509,0,0,0.333,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
213,Al2.5CoCrFeNi,BCC,487,0,0,0.385,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
214,Al3.0CoCrFeNi,BCC,506,0,0,0.429,0,0,0,0.143,0.143,0,0.143,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0
215,Al0.5CoCrFeMo0.5Ni,FCC + Im,425,1,0,0.1,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
216,AlCo0.5CrFeMo0.5Ni,BCC + Im,801,1,0,0.2,0,0,0,0.1,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
217,AlCoCrFe0.5Mo0.5Ni,BCC + Im,755,1,0,0.2,0,0,0,0.2,0.2,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
218,AlCoCrFe0.6Mo0.5Ni,BCC + Im,754,1,0,0.196,0,0,0,0.196,0.196,0,0.118,0,0,0,0,0,0,0.098,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0
219,AlCoCrFeMo0.5Ni0.5,BCC + Im,708,1,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
220,AlCoCrFeMo0.5Ni1.5,FCC + BCC + Im,586,1,0,0.167,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
221,AlCoCrFeMo0.5Ni2.0,FCC + BCC + Im,395,1,0,0.154,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0.077,0,0,0,0.308,0,0,0,0,0,0,0,0,0,0,0,0
222,AlCo1.5CrFeMo0.5Ni,BCC + Im,741,1,0,0.167,0,0,0,0.25,0.167,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
223,AlCo2.0CrFeMo0.5Ni,FCC + BCC + Im,586,1,0,0.154,0,0,0,0.308,0.154,0,0.154,0,0,0,0,0,0,0.077,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
224,AlCoCrFe1.5Mo0.5Ni,BCC + Im,635,1,0,0.167,0,0,0,0.167,0.167,0,0.25,0,0,0,0,0,0,0.083,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
225,AlCoCrFe2.0Mo0.5Ni,BCC + Im,639,1,0,0.154,0,0,0,0.154,0.154,0,0.308,0,0,0,0,0,0,0.077,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
226,Al1.5CoCrFeMo0.5Ni,BCC + Im,655,1,0,0.25,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
227,Al2.0CoCrFeMo0.5Ni,BCC,605,0,0,0.308,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0.077,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
228,Al0.2Co1.5CrFeNi1.5Ti0.5,FCC,487,0,0,0.035,0,0,0,0.263,0.175,0,0.175,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0.088,0,0,0,0,0
229,Al0.2Co1.5CrFeNi1.5Ti,FCC + Im,717,1,0,0.032,0,0,0,0.242,0.161,0,0.161,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0.161,0,0,0,0,0
230,AlCoCrFeNiTiVZr,,780,0,0,0.125,0,0,0,0.125,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125
231,Al0.1CoCrFeMnNi,FCC,180,0,0,0.02,0,0,0,0.196,0.196,0,0.196,0,0,0,0,0,0.196,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0
232,Al0.68CoCrFeMnNi,FCC + BCC,486,0,0,0.12,0,0,0,0.176,0.176,0,0.176,0,0,0,0,0,0.176,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0
233,Al0.75CoCrFeMnNi,FCC + BCC,530,0,0,0.13,0,0,0,0.174,0.174,0,0.174,0,0,0,0,0,0.174,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0
234,Al0.81CoCrFeMnNi,FCC + BCC,539,0,0,0.139,0,0,0,0.172,0.172,0,0.172,0,0,0,0,0,0.172,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0
235,Al0.88CoCrFeMnNi,FCC + BCC,533,0,0,0.15,0,0,0,0.17,0.17,0,0.17,0,0,0,0,0,0.17,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0
236,Al0.95CoCrFeMnNi,FCC + BCC,535,0,0,0.16,0,0,0,0.168,0.168,0,0.168,0,0,0,0,0,0.168,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0
237,Al1.25CoCrFeMnNi,BCC,539,0,0,0.2,0,0,0,0.16,0.16,0,0.16,0,0,0,0,0,0.16,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0
238,Al0.5CrFe1.5MnNi0.5,BCC,396,0,0,0.111,0,0,0,0,0.222,0,0.333,0,0,0,0,0,0.222,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0
239,Al0.3CrFe1.5MnNi0.5,FCC + BCC,297,0,0,0.07,0,0,0,0,0.233,0,0.349,0,0,0,0,0,0.233,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0
240,AlCoCrFeMo0.5,BCC + Im,857,1,0,0.222,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,AlCrFeNiMo,BCC + Im,905,1,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
242,CoCrCuFe,FCC,134,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Al0.3CoCrCuFe,FCC,180,0,0,0.07,0,0,0,0.233,0.233,0.233,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Al0.5CoCrCuFe,FCC,207,0,0,0.111,0,0,0,0.222,0.222,0.222,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Al0.8CoCrCuFe,FCC + BCC,271,0,0,0.167,0,0,0,0.208,0.208,0.208,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,AlCoCrCuFe,FCC + BCC,407,0,0,0.2,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Al1.3CoCrCuFe,FCC + BCC,476,0,0,0.245,0,0,0,0.189,0.189,0.189,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Al1.5CoCrCuFe,FCC + BCC,510,0,0,0.273,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Al1.8CoCrCuFe,FCC + BCC,557,0,0,0.31,0,0,0,0.172,0.172,0.172,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Al2.0CoCrCuFe,FCC + BCC,567,0,0,0.333,0,0,0,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Al2.3CoCrCuFe,FCC + BCC,603,0,0,0.365,0,0,0,0.159,0.159,0.159,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Al2.5CoCrCuFe,FCC + BCC,624,0,0,0.385,0,0,0,0.154,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Al2.8CoCrCuFe,BCC,657,0,0,0.412,0,0,0,0.147,0.147,0.147,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Al3.0CoCrCuFe,BCC,644,0,0,0.429,0,0,0,0.143,0.143,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,CoCrCu0.5FeNi,FCC,172,0,0,0,0,0,0,0.222,0.222,0.111,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
256,Al0.3CoCrCuFeNi,FCC,180,0,0,0.057,0,0,0,0.189,0.189,0.189,0.189,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0
257,Al0.8CoCrCuFeNi,FCC + BCC,270,0,0,0.138,0,0,0,0.172,0.172,0.172,0.172,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0
258,Al1.3CoCrCuFeNi,FCC + BCC,470,0,0,0.206,0,0,0,0.159,0.159,0.159,0.159,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0
259,Al1.5CoCrCuFeNi,FCC + BCC,506,0,0,0.231,0,0,0,0.154,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
260,Al1.8CoCrCuFeNi,FCC + BCC,650,0,0,0.265,0,0,0,0.147,0.147,0.147,0.147,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0
261,Al2.3CoCrCuFeNi,FCC + BCC,600,0,0,0.315,0,0,0,0.137,0.137,0.137,0.137,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0,0,0,0,0
262,Al2.5CoCrCuFeNi,FCC + BCC,620,0,0,0.333,0,0,0,0.133,0.133,0.133,0.133,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0
263,Al2.8CoCrCuFeNi,BCC,650,0,0,0.359,0,0,0,0.128,0.128,0.128,0.128,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0
264,Al3.0CoCrCuFeNi,BCC,640,0,0,0.375,0,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0
265,Al0.5B0.2CoCrCuFeNi,,415,0,0,0.088,0.035,0,0,0.175,0.175,0.175,0.175,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0
266,Al0.5B0.6CoCrCuFeNi,,505,0,0,0.082,0.098,0,0,0.164,0.164,0.164,0.164,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0
